Token,PrevPrevToken,PrevToken,NextToken,NextNextToken,IsNumeric,Label
kredi,ve,146000,kullanmak,istiyorum,False,DIGER
kullanmak,146000,kredi,istiyorum,<YOK>,False,DIGER
ay,<YOK>,43,vade,düşünüyorum,False,DIGER
vade,43,ay,düşünüyorum,birine,False,DIGER
düşünüyorum,ay,vade,birine,295000,False,DIGER
birine,vade,düşünüyorum,295000,kredi,False,DIGER
295000,düşünüyorum,birine,kredi,öner,True,TUTAR
kredi,birine,295000,öner,20000,False,DIGER
öner,295000,kredi,20000,gideri,False,DIGER
20000,kredi,öner,gideri,bulunan,True,GIDER
gideri,öner,20000,bulunan,birine,False,DIGER
bulunan,20000,gideri,birine,<YOK>,False,DIGER
89000,<YOK>,<YOK>,geliri,bulunan,True,GELIR
geliri,<YOK>,89000,bulunan,birine,False,DIGER
bulunan,89000,geliri,birine,harcaması,False,DIGER
birine,geliri,bulunan,harcaması,20000,False,DIGER
harcaması,bulunan,birine,20000,olan,False,DIGER
20000,birine,harcaması,olan,biri,True,GIDER
olan,harcaması,20000,biri,<YOK>,False,DIGER
biri,20000,olan,<YOK>,<YOK>,False,DIGER
54500,<YOK>,<YOK>,geliri,olan,True,GELIR
geliri,<YOK>,54500,olan,biri,False,DIGER
olan,54500,geliri,biri,ama,False,DIGER
biri,geliri,olan,ama,387500,False,DIGER
ama,olan,biri,387500,dolar,False,DIGER
387500,biri,ama,dolar,kredi,True,TUTAR
dolar,ama,387500,kredi,kullanmak,False,DIGER
kredi,387500,dolar,kullanmak,istiyorum,False,DIGER
kullanmak,dolar,kredi,istiyorum,59,False,DIGER
istiyorum,kredi,kullanmak,59,aylık,False,DIGER
59,kullanmak,istiyorum,aylık,<YOK>,True,VADE
aylık,istiyorum,59,<YOK>,<YOK>,False,DIGER
275500,<YOK>,<YOK>,USD,ihtiyaç,True,TUTAR
USD,<YOK>,275500,ihtiyaç,kredisi,False,DIGER
ihtiyaç,275500,USD,kredisi,istiyorum,False,DIGER
ama,kredisi,istiyorum,harcaması,38000,False,DIGER
harcaması,istiyorum,ama,38000,olan,False,DIGER
38000,ama,harcaması,olan,biri,True,GIDER
olan,harcaması,38000,biri,5,False,DIGER
biri,38000,olan,5,ay,False,DIGER
5,olan,biri,ay,içinde,True,VADE
ay,biri,5,içinde,ödemek,False,DIGER
135000,<YOK>,<YOK>,USD,maaş,True,GELIR
USD,<YOK>,135000,maaş,alıyorum,False,DIGER
maaş,135000,USD,alıyorum,59,False,DIGER
alıyorum,USD,maaş,59,ay,False,DIGER
59,maaş,alıyorum,ay,vadeyle,True,VADE
ay,alıyorum,59,vadeyle,kredi,False,DIGER
ama,isteyen,birine,giderim,76000,False,DIGER
giderim,birine,ama,76000,149500,False,DIGER
76000,ama,giderim,149500,USD,True,GIDER
149500,giderim,76000,USD,kredi,True,TUTAR
USD,76000,149500,kredi,isteyen,False,DIGER
kredi,149500,USD,isteyen,birine,False,DIGER
128000,<YOK>,<YOK>,geliri,bulunan,True,GELIR
geliri,<YOK>,128000,bulunan,birine,False,DIGER
bulunan,128000,geliri,birine,ama,False,DIGER
birine,geliri,bulunan,ama,ayda,False,DIGER
ama,bulunan,birine,ayda,68000,False,DIGER
ayda,birine,ama,68000,dolar,False,DIGER
68000,ama,ayda,dolar,harcıyorum,True,GIDER
dolar,ayda,68000,harcıyorum,<YOK>,False,DIGER
harcıyorum,68000,dolar,<YOK>,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,38500,€,False,DIGER
38500,<YOK>,Aylık,€,kazanıyorum,True,GELIR
€,Aylık,38500,kazanıyorum,14,False,DIGER
kazanıyorum,38500,€,14,ay,False,DIGER
14,€,kazanıyorum,ay,vadeyle,True,VADE
ay,kazanıyorum,14,vadeyle,580500,False,DIGER
vadeyle,14,ay,580500,tutarında,False,DIGER
580500,ay,vadeyle,tutarında,kredi,True,TUTAR
tutarında,vadeyle,580500,kredi,istiyorum,False,DIGER
kredi,580500,tutarında,istiyorum,<YOK>,False,DIGER
49,<YOK>,<YOK>,aylık,talep,True,VADE
aylık,<YOK>,49,talep,ettiğim,False,DIGER
talep,49,aylık,ettiğim,tutar,False,DIGER
ettiğim,aylık,talep,tutar,195500,False,DIGER
tutar,talep,ettiğim,195500,euro,False,DIGER
195500,ettiğim,tutar,euro,aylık,True,TUTAR
euro,tutar,195500,aylık,giderlerim,False,DIGER
aylık,195500,euro,giderlerim,58000,False,DIGER
giderlerim,euro,aylık,58000,dolar,False,DIGER
58000,aylık,giderlerim,dolar,<YOK>,True,GIDER
dolar,giderlerim,58000,<YOK>,<YOK>,False,DIGER
309500,<YOK>,<YOK>,USD,taşıt,True,TUTAR
USD,<YOK>,309500,taşıt,kredisi,False,DIGER
taşıt,309500,USD,kredisi,kullanmak,False,DIGER
kullanmak,taşıt,kredisi,istiyorum,74500,False,DIGER
istiyorum,kredisi,kullanmak,74500,gideri,False,DIGER
74500,kullanmak,istiyorum,gideri,olan,True,GIDER
gideri,istiyorum,74500,olan,birisi,False,DIGER
olan,74500,gideri,birisi,27000,False,DIGER
birisi,gideri,olan,27000,geliri,False,DIGER
27000,olan,birisi,geliri,olan,True,GELIR
geliri,birisi,27000,olan,birisi,False,DIGER
olan,27000,geliri,birisi,<YOK>,False,DIGER
Harcaması,<YOK>,<YOK>,39500,olan,False,DIGER
39500,<YOK>,Harcaması,olan,biri,True,GIDER
olan,Harcaması,39500,biri,9000,False,DIGER
biri,39500,olan,9000,geliri,False,DIGER
9000,olan,biri,geliri,olan,True,GELIR
geliri,biri,9000,olan,biri,False,DIGER
olan,9000,geliri,biri,ama,False,DIGER
biri,geliri,olan,ama,54,False,DIGER
ama,olan,biri,54,ay,False,DIGER
54,biri,ama,ay,içinde,True,VADE
548000,<YOK>,<YOK>,tutarında,kredi,True,TUTAR
tutarında,<YOK>,548000,kredi,istiyorum,False,DIGER
kredi,548000,tutarında,istiyorum,<YOK>,False,DIGER
giderlerim,<YOK>,Aylık,51500,TL,False,DIGER
51500,Aylık,giderlerim,TL,elime,True,GIDER
TL,giderlerim,51500,elime,81500,False,DIGER
elime,51500,TL,81500,dolar,False,DIGER
81500,TL,elime,dolar,geçiyor,True,GELIR
dolar,elime,81500,geçiyor,42,False,DIGER
geçiyor,81500,dolar,42,aylık,False,DIGER
42,dolar,geçiyor,aylık,<YOK>,True,VADE
aylık,geçiyor,42,<YOK>,<YOK>,False,DIGER
Birine,<YOK>,<YOK>,590500,TL,False,DIGER
590500,<YOK>,Birine,TL,kredi,True,TUTAR
TL,Birine,590500,kredi,öner,False,DIGER
kredi,590500,TL,öner,54,False,DIGER
öner,TL,kredi,54,ay,False,DIGER
Harcamalarım,<YOK>,<YOK>,23000,TL,False,DIGER
23000,<YOK>,Harcamalarım,TL,ama,True,GIDER
TL,Harcamalarım,23000,ama,148000,False,DIGER
ama,23000,TL,148000,TL,False,DIGER
148000,TL,ama,TL,kredi,True,TUTAR
TL,ama,148000,kredi,istiyorum,False,DIGER
kredi,148000,TL,istiyorum,ama,False,DIGER
gelirim,istiyorum,ama,ise,103000,False,DIGER
ise,ama,gelirim,103000,TL,False,DIGER
103000,gelirim,ise,TL,<YOK>,True,GELIR
TL,ise,103000,<YOK>,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,129500,dolar,False,DIGER
129500,<YOK>,Aylık,dolar,kazanıyorum,True,GELIR
dolar,Aylık,129500,kazanıyorum,428500,False,DIGER
kazanıyorum,129500,dolar,428500,USD,False,DIGER
428500,dolar,kazanıyorum,USD,kredi,True,TUTAR
USD,kazanıyorum,428500,kredi,kullanmak,False,DIGER
kredi,428500,USD,kullanmak,istiyorum,False,DIGER
istiyorum,kredi,kullanmak,ve,49,False,DIGER
ve,kullanmak,istiyorum,49,ay,False,DIGER
49,istiyorum,ve,ay,vade,True,VADE
ay,ve,49,vade,ile,False,DIGER
vade,49,ay,ile,birine,False,DIGER
birine,vade,ile,aylık,masraflarım,False,DIGER
aylık,ile,birine,masraflarım,32500,False,DIGER
masraflarım,birine,aylık,32500,TL,False,DIGER
32500,aylık,masraflarım,TL,<YOK>,True,GIDER
TL,masraflarım,32500,<YOK>,<YOK>,False,DIGER
30500,<YOK>,<YOK>,TL,kazanan,True,GELIR
TL,<YOK>,30500,kazanan,birine,False,DIGER
kazanan,30500,TL,birine,30,False,DIGER
birine,TL,kazanan,30,ay,False,DIGER
30,kazanan,birine,ay,vade,True,VADE
ay,birine,30,vade,ile,False,DIGER
euro,Ayda,11000,harcıyorum,birine,False,DIGER
harcıyorum,11000,euro,birine,156000,False,DIGER
birine,euro,harcıyorum,156000,kredi,False,DIGER
156000,harcıyorum,birine,kredi,öner,True,TUTAR
kredi,birine,156000,öner,ve,False,DIGER
öner,156000,kredi,ve,35,False,DIGER
ve,kredi,öner,35,ay,False,DIGER
35,öner,ve,ay,vade,True,VADE
ay,ve,35,vade,ile,False,DIGER
Birine,<YOK>,<YOK>,512000,dolar,False,DIGER
512000,<YOK>,Birine,dolar,kredi,True,TUTAR
dolar,Birine,512000,kredi,öner,False,DIGER
kredi,512000,dolar,öner,ama,False,DIGER
öner,dolar,kredi,ama,59500,False,DIGER
ama,kredi,öner,59500,gideri,False,DIGER
59500,öner,ama,gideri,olan,True,GIDER
gideri,ama,59500,olan,birisi,False,DIGER
olan,59500,gideri,birisi,22,False,DIGER
birisi,gideri,olan,22,ay,False,DIGER
22,olan,birisi,ay,vadeyle,True,VADE
ay,birisi,22,vadeyle,geliri,False,DIGER
vadeyle,22,ay,geliri,78000,False,DIGER
geliri,ay,vadeyle,78000,olan,False,DIGER
78000,vadeyle,geliri,olan,kişiye,True,GELIR
olan,geliri,78000,kişiye,<YOK>,False,DIGER
kişiye,78000,olan,<YOK>,<YOK>,False,DIGER
Ortalama,<YOK>,<YOK>,giderim,49500,False,DIGER
giderim,<YOK>,Ortalama,49500,$,False,DIGER
49500,Ortalama,giderim,$,ve,True,GIDER
$,giderim,49500,ve,146000,False,DIGER
ve,49500,$,146000,geliri,False,DIGER
146000,$,ve,geliri,olan,True,GELIR
geliri,ve,146000,olan,birisi,False,DIGER
olan,146000,geliri,birisi,63000,False,DIGER
birisi,geliri,olan,63000,TL'lik,False,DIGER
63000,olan,birisi,TL'lik,kredi,True,TUTAR
TL'lik,birisi,63000,kredi,isteyen,False,DIGER
kredi,63000,TL'lik,isteyen,birine,False,DIGER
istiyorum,içinde,ödemek,maaşı,98500,False,DIGER
maaşı,ödemek,istiyorum,98500,TL,False,DIGER
98500,istiyorum,maaşı,TL,olan,True,GELIR
TL,maaşı,98500,olan,biri,False,DIGER
olan,98500,TL,biri,<YOK>,False,DIGER
87500,<YOK>,<YOK>,€,kredi,True,TUTAR
€,<YOK>,87500,kredi,kullanmak,False,DIGER
kredi,87500,€,kullanmak,istiyorum,False,DIGER
kullanmak,€,kredi,istiyorum,toplam,False,DIGER
istiyorum,kredi,kullanmak,toplam,gelirim,False,DIGER
toplam,kullanmak,istiyorum,gelirim,43500,False,DIGER
gelirim,istiyorum,toplam,43500,ama,False,DIGER
43500,toplam,gelirim,ama,31,True,GELIR
ama,gelirim,43500,31,ay,False,DIGER
31,43500,ama,ay,vadeyle,True,VADE
ay,ama,31,vadeyle,ve,False,DIGER
vadeyle,31,ay,ve,ayda,False,DIGER
ve,ay,vadeyle,ayda,65000,False,DIGER
ayda,vadeyle,ve,65000,harcıyorum,False,DIGER
65000,ve,ayda,harcıyorum,<YOK>,True,GIDER
harcıyorum,ayda,65000,<YOK>,<YOK>,False,DIGER
50000,<YOK>,<YOK>,gideri,bulunan,True,GIDER
gideri,<YOK>,50000,bulunan,birine,False,DIGER
bulunan,50000,gideri,birine,144000,False,DIGER
birine,gideri,bulunan,144000,kredi,False,DIGER
144000,bulunan,birine,kredi,istiyorum,True,TUTAR
kredi,birine,144000,istiyorum,ve,False,DIGER
istiyorum,144000,kredi,ve,29,False,DIGER
ve,kredi,istiyorum,29,ay,False,DIGER
Gelirim,<YOK>,<YOK>,ise,84000,False,DIGER
ise,<YOK>,Gelirim,84000,9000,False,DIGER
84000,Gelirim,ise,9000,gideri,True,GELIR
9000,ise,84000,gideri,bulunan,True,GIDER
gideri,84000,9000,bulunan,birine,False,DIGER
591500,<YOK>,<YOK>,TL,kredi,True,TUTAR
TL,<YOK>,591500,kredi,isteyen,False,DIGER
kredi,591500,TL,isteyen,kişiye,False,DIGER
kişiye,kredi,isteyen,ve,40,False,DIGER
ve,isteyen,kişiye,40,aylık,False,DIGER
40,kişiye,ve,aylık,<YOK>,True,VADE
aylık,ve,40,<YOK>,<YOK>,False,DIGER
131000,<YOK>,<YOK>,dolar,kazanan,True,GELIR
dolar,<YOK>,131000,kazanan,birine,False,DIGER
kazanan,131000,dolar,birine,159500,False,DIGER
birine,dolar,kazanan,159500,tutarında,False,DIGER
159500,kazanan,birine,tutarında,kredi,True,TUTAR
tutarında,birine,159500,kredi,istiyorum,False,DIGER
kredi,159500,tutarında,istiyorum,ve,False,DIGER
istiyorum,tutarında,kredi,ve,harcaması,False,DIGER
ve,kredi,istiyorum,harcaması,65500,False,DIGER
harcaması,istiyorum,ve,65500,olan,False,DIGER
65500,ve,harcaması,olan,biri,True,GIDER
olan,harcaması,65500,biri,<YOK>,False,DIGER
biri,65500,olan,<YOK>,<YOK>,False,DIGER
Yaklaşık,<YOK>,<YOK>,57000,TL,False,DIGER
57000,<YOK>,Yaklaşık,TL,bir,True,TUTAR
TL,Yaklaşık,57000,bir,kredi,False,DIGER
bir,57000,TL,kredi,istiyorum,False,DIGER
kredi,TL,bir,istiyorum,67000,False,DIGER
istiyorum,bir,kredi,67000,USD,False,DIGER
67000,kredi,istiyorum,USD,geliri,True,GELIR
USD,istiyorum,67000,geliri,olan,False,DIGER
geliri,67000,USD,olan,biri,False,DIGER
olan,USD,geliri,biri,50,False,DIGER
biri,geliri,olan,50,ay,False,DIGER
50,olan,biri,ay,vade,True,VADE
ay,biri,50,vade,düşünüyorum,False,DIGER
vade,50,ay,düşünüyorum,ama,False,DIGER
düşünüyorum,ay,vade,ama,25000,False,DIGER
ama,vade,düşünüyorum,25000,$,False,DIGER
25000,düşünüyorum,ama,$,gideri,True,GIDER
$,ama,25000,gideri,olan,False,DIGER
gideri,25000,$,olan,birine,False,DIGER
139000,<YOK>,<YOK>,geliri,bulunan,True,GELIR
geliri,<YOK>,139000,bulunan,birine,False,DIGER
bulunan,139000,geliri,birine,ve,False,DIGER
birine,geliri,bulunan,ve,51000,False,DIGER
ve,bulunan,birine,51000,€,False,DIGER
51000,birine,ve,€,gideri,True,GIDER
€,ve,51000,gideri,olan,False,DIGER
gideri,51000,€,olan,biri,False,DIGER
biri,gideri,olan,ama,51,False,DIGER
ama,olan,biri,51,ay,False,DIGER
51,biri,ama,ay,vadeli,True,VADE
ay,ama,51,vadeli,<YOK>,False,DIGER
437000,<YOK>,<YOK>,kredi,kullanmak,True,TUTAR
kredi,<YOK>,437000,kullanmak,istiyorum,False,DIGER
kullanmak,437000,kredi,istiyorum,<YOK>,False,DIGER
ile,ay,vade,birine,maaşım,False,DIGER
birine,vade,ile,maaşım,94500,False,DIGER
maaşım,ile,birine,94500,€,False,DIGER
94500,birine,maaşım,€,<YOK>,True,GELIR
€,maaşım,94500,<YOK>,<YOK>,False,DIGER
42000,<YOK>,<YOK>,€,gideri,True,GIDER
€,<YOK>,42000,gideri,olan,False,DIGER
gideri,42000,€,olan,birine,False,DIGER
olan,€,gideri,birine,548500,False,DIGER
birine,gideri,olan,548500,euro,False,DIGER
548500,olan,birine,euro,kredi,True,TUTAR
euro,birine,548500,kredi,kullanmak,False,DIGER
kredi,548500,euro,kullanmak,istiyorum,False,DIGER
istiyorum,kredi,kullanmak,ve,6,False,DIGER
ve,kullanmak,istiyorum,6,ay,False,DIGER
6,istiyorum,ve,ay,vadeyle,True,VADE
ay,ve,6,vadeyle,kredi,False,DIGER
Ayda,<YOK>,<YOK>,70000,harcıyorum,False,DIGER
70000,<YOK>,Ayda,harcıyorum,geliri,True,GIDER
harcıyorum,Ayda,70000,geliri,59000,False,DIGER
geliri,70000,harcıyorum,59000,TL,False,DIGER
59000,harcıyorum,geliri,TL,olan,True,GELIR
TL,geliri,59000,olan,kişiye,False,DIGER
olan,59000,TL,kişiye,<YOK>,False,DIGER
430000,<YOK>,<YOK>,kredi,kullanmak,True,TUTAR
kredi,<YOK>,430000,kullanmak,istiyorum,False,DIGER
kullanmak,430000,kredi,istiyorum,<YOK>,False,DIGER
Gelirim,<YOK>,<YOK>,135500,TL,False,DIGER
135500,<YOK>,Gelirim,TL,ve,True,GELIR
TL,Gelirim,135500,ve,10,False,DIGER
ve,135500,TL,10,ay,False,DIGER
10,TL,ve,ay,vade,True,VADE
ile,ay,vade,birine,harcamalarım,False,DIGER
birine,vade,ile,harcamalarım,79000,False,DIGER
harcamalarım,ile,birine,79000,euro,False,DIGER
79000,birine,harcamalarım,euro,<YOK>,True,GIDER
euro,harcamalarım,79000,<YOK>,<YOK>,False,DIGER
65500,<YOK>,<YOK>,TL,geliri,True,GELIR
TL,<YOK>,65500,geliri,bulunan,False,DIGER
geliri,65500,TL,bulunan,birine,False,DIGER
bulunan,TL,geliri,birine,4000,False,DIGER
birine,geliri,bulunan,4000,TL,False,DIGER
4000,bulunan,birine,TL,gideri,True,GIDER
TL,birine,4000,gideri,bulunan,False,DIGER
gideri,4000,TL,bulunan,birine,False,DIGER
bulunan,TL,gideri,birine,389000,False,DIGER
birine,gideri,bulunan,389000,kredi,False,DIGER
389000,bulunan,birine,kredi,isteyen,True,TUTAR
kredi,birine,389000,isteyen,birine,False,DIGER
isteyen,389000,kredi,birine,12,False,DIGER
12,isteyen,birine,ay,vade,True,VADE
209500,<YOK>,<YOK>,kredi,isteyen,True,TUTAR
kredi,<YOK>,209500,isteyen,kişiye,False,DIGER
isteyen,209500,kredi,kişiye,32,False,DIGER
kişiye,kredi,isteyen,32,ay,False,DIGER
32,isteyen,kişiye,ay,vadeyle,True,VADE
ay,kişiye,32,vadeyle,<YOK>,False,DIGER
vadeyle,32,ay,<YOK>,<YOK>,False,DIGER
379000,<YOK>,<YOK>,dolar,kredi,True,TUTAR
dolar,<YOK>,379000,kredi,istiyorum,False,DIGER
kredi,379000,dolar,istiyorum,ama,False,DIGER
istiyorum,dolar,kredi,ama,maaşı,False,DIGER
ama,kredi,istiyorum,maaşı,117000,False,DIGER
maaşı,istiyorum,ama,117000,USD,False,DIGER
117000,ama,maaşı,USD,olan,True,GELIR
USD,maaşı,117000,olan,biri,False,DIGER
olan,117000,USD,biri,40000,False,DIGER
biri,USD,olan,40000,USD,False,DIGER
40000,olan,biri,USD,gideri,True,GIDER
USD,biri,40000,gideri,olan,False,DIGER
gideri,40000,USD,olan,biri,False,DIGER
Gelirim,<YOK>,<YOK>,ise,11500,False,DIGER
ise,<YOK>,Gelirim,11500,harcaması,False,DIGER
11500,Gelirim,ise,harcaması,65500,True,GELIR
harcaması,ise,11500,65500,TL,False,DIGER
65500,11500,harcaması,TL,olan,True,GIDER
olan,65500,TL,biri,<YOK>,False,DIGER
253500,<YOK>,<YOK>,kredi,istiyorum,True,TUTAR
kredi,<YOK>,253500,istiyorum,58,False,DIGER
istiyorum,253500,kredi,58,ay,False,DIGER
58,kredi,istiyorum,ay,vade,True,VADE
ay,istiyorum,58,vade,ile,False,DIGER
birine,vade,ile,maaşım,32000,False,DIGER
maaşım,ile,birine,32000,dolar,False,DIGER
32000,birine,maaşım,dolar,<YOK>,True,GELIR
dolar,maaşım,32000,<YOK>,<YOK>,False,DIGER
vade,11,ay,düşünüyorum,237500,False,DIGER
düşünüyorum,ay,vade,237500,TL,False,DIGER
237500,vade,düşünüyorum,TL,çekmek,True,TUTAR
TL,düşünüyorum,237500,çekmek,istiyorum,False,DIGER
çekmek,237500,TL,istiyorum,aylık,False,DIGER
istiyorum,TL,çekmek,aylık,55500,False,DIGER
aylık,çekmek,istiyorum,55500,kazanıyorum,False,DIGER
55500,istiyorum,aylık,kazanıyorum,24000,True,GELIR
kazanıyorum,aylık,55500,24000,$,False,DIGER
24000,55500,kazanıyorum,$,gider,True,GIDER
$,kazanıyorum,24000,gider,yapıyorum,False,DIGER
gider,24000,$,yapıyorum,<YOK>,False,DIGER
288500,<YOK>,<YOK>,kredi,isteyen,True,TUTAR
kredi,<YOK>,288500,isteyen,kişiye,False,DIGER
isteyen,288500,kredi,kişiye,ayda,False,DIGER
kişiye,kredi,isteyen,ayda,56000,False,DIGER
ayda,isteyen,kişiye,56000,harcıyorum,False,DIGER
56000,kişiye,ayda,harcıyorum,ve,True,GIDER
harcıyorum,ayda,56000,ve,24,False,DIGER
ve,56000,harcıyorum,24,ay,False,DIGER
24,harcıyorum,ve,ay,vadeli,True,VADE
ay,ve,24,vadeli,<YOK>,False,DIGER
Harcamalarım,<YOK>,<YOK>,9000,TL,False,DIGER
9000,<YOK>,Harcamalarım,TL,ve,True,GIDER
TL,Harcamalarım,9000,ve,toplam,False,DIGER
ve,9000,TL,toplam,gelirim,False,DIGER
toplam,TL,ve,gelirim,31000,False,DIGER
gelirim,ve,toplam,31000,TL,False,DIGER
31000,toplam,gelirim,TL,<YOK>,True,GELIR
TL,gelirim,31000,<YOK>,<YOK>,False,DIGER
254000,<YOK>,<YOK>,euro,kredi,True,TUTAR
euro,<YOK>,254000,kredi,istiyorum,False,DIGER
kredi,254000,euro,istiyorum,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,geliri,107000,False,DIGER
geliri,<YOK>,Aylık,107000,TL,False,DIGER
107000,Aylık,geliri,TL,olan,True,GELIR
TL,geliri,107000,olan,birine,False,DIGER
olan,107000,TL,birine,aylık,False,DIGER
birine,TL,olan,aylık,masraflarım,False,DIGER
aylık,olan,birine,masraflarım,26500,False,DIGER
26500,aylık,masraflarım,TL,57,True,GIDER
TL,masraflarım,26500,57,ay,False,DIGER
57,26500,TL,ay,vade,True,VADE
ay,TL,57,vade,ile,False,DIGER
vade,45,ay,ile,ve,False,DIGER
ile,ay,vade,ve,447000,False,DIGER
ve,vade,ile,447000,$,False,DIGER
447000,ile,ve,$,kredi,True,TUTAR
$,ve,447000,kredi,istiyorum,False,DIGER
kredi,447000,$,istiyorum,<YOK>,False,DIGER
civarında,<YOK>,Giderim,56500,euro,False,DIGER
56500,Giderim,civarında,euro,ama,True,GIDER
euro,civarında,56500,ama,toplam,False,DIGER
ama,56500,euro,toplam,gelirim,False,DIGER
toplam,euro,ama,gelirim,108000,False,DIGER
gelirim,ama,toplam,108000,dolar,False,DIGER
108000,toplam,gelirim,dolar,ve,True,GELIR
dolar,gelirim,108000,ve,592500,False,DIGER
ve,108000,dolar,592500,dolar'lik,False,DIGER
592500,dolar,ve,dolar'lik,kredi,True,TUTAR
dolar'lik,ve,592500,kredi,isteyen,False,DIGER
kredi,592500,dolar'lik,isteyen,birine,False,DIGER
Maaşı,<YOK>,<YOK>,143000,olan,False,DIGER
143000,<YOK>,Maaşı,olan,biri,True,GELIR
olan,Maaşı,143000,biri,ve,False,DIGER
biri,143000,olan,ve,35,False,DIGER
ve,olan,biri,35,ay,False,DIGER
35,biri,ve,ay,vade,True,VADE
ile,ay,vade,birine,45500,False,DIGER
birine,vade,ile,45500,gideri,False,DIGER
45500,ile,birine,gideri,olan,True,GIDER
gideri,birine,45500,olan,biri,False,DIGER
Birine,<YOK>,<YOK>,225500,euro,False,DIGER
225500,<YOK>,Birine,euro,kredi,True,TUTAR
euro,Birine,225500,kredi,öner,False,DIGER
kredi,225500,euro,öner,48,False,DIGER
öner,euro,kredi,48,ay,False,DIGER
48,kredi,öner,ay,vadeyle,True,VADE
ay,öner,48,vadeyle,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,masraflarım,40500,False,DIGER
masraflarım,<YOK>,Aylık,40500,TL,False,DIGER
40500,Aylık,masraflarım,TL,139000,True,GIDER
TL,masraflarım,40500,139000,TL,False,DIGER
139000,40500,TL,TL,geliri,True,GELIR
TL,TL,139000,geliri,olan,False,DIGER
geliri,139000,TL,olan,biri,False,DIGER
Geliri,<YOK>,<YOK>,121500,olan,False,DIGER
121500,<YOK>,Geliri,olan,kişiye,True,GELIR
olan,Geliri,121500,kişiye,ama,False,DIGER
kişiye,121500,olan,ama,9,False,DIGER
ama,olan,kişiye,9,ay,False,DIGER
9,kişiye,ama,ay,vadeyle,True,VADE
ay,ama,9,vadeyle,birine,False,DIGER
vadeyle,9,ay,birine,508000,False,DIGER
birine,ay,vadeyle,508000,USD,False,DIGER
508000,vadeyle,birine,USD,kredi,True,TUTAR
USD,birine,508000,kredi,öner,False,DIGER
kredi,508000,USD,öner,<YOK>,False,DIGER
Gideri,<YOK>,<YOK>,58000,TL,False,DIGER
58000,<YOK>,Gideri,TL,olan,True,GIDER
TL,Gideri,58000,olan,kişiye,False,DIGER
olan,58000,TL,kişiye,<YOK>,False,DIGER
ay,<YOK>,54,vade,düşünüyorum,False,DIGER
vade,54,ay,düşünüyorum,ve,False,DIGER
ve,vade,düşünüyorum,birine,147000,False,DIGER
birine,düşünüyorum,ve,147000,TL,False,DIGER
147000,ve,birine,TL,kredi,True,TUTAR
TL,birine,147000,kredi,öner,False,DIGER
kredi,147000,TL,öner,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,gideri,12000,False,DIGER
gideri,<YOK>,Aylık,12000,TL,False,DIGER
12000,Aylık,gideri,TL,olan,True,GIDER
TL,gideri,12000,olan,birine,False,DIGER
olan,12000,TL,birine,elime,False,DIGER
birine,TL,olan,elime,148500,False,DIGER
elime,olan,birine,148500,$,False,DIGER
148500,birine,elime,$,geçiyor,True,GELIR
$,elime,148500,geçiyor,ama,False,DIGER
geçiyor,148500,$,ama,talep,False,DIGER
ama,$,geçiyor,talep,ettiğim,False,DIGER
talep,geçiyor,ama,ettiğim,tutar,False,DIGER
ettiğim,ama,talep,tutar,223000,False,DIGER
tutar,talep,ettiğim,223000,€,False,DIGER
223000,ettiğim,tutar,€,<YOK>,True,TUTAR
€,tutar,223000,<YOK>,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,geliri,58500,False,DIGER
geliri,<YOK>,Aylık,58500,$,False,DIGER
58500,Aylık,geliri,$,olan,True,GELIR
$,geliri,58500,olan,birine,False,DIGER
olan,58500,$,birine,vade,False,DIGER
birine,$,olan,vade,olarak,False,DIGER
vade,olan,birine,olarak,24,False,DIGER
olarak,birine,vade,24,ay,False,DIGER
16500,<YOK>,<YOK>,USD,gideri,True,GIDER
USD,<YOK>,16500,gideri,bulunan,False,DIGER
gideri,16500,USD,bulunan,birine,False,DIGER
birine,gideri,bulunan,ve,201500,False,DIGER
ve,bulunan,birine,201500,euro,False,DIGER
201500,birine,ve,euro,kredi,True,TUTAR
euro,ve,201500,kredi,isteyen,False,DIGER
kredi,201500,euro,isteyen,kişiye,False,DIGER
ay,<YOK>,49,vade,düşünüyorum,False,DIGER
84000,<YOK>,<YOK>,geliri,bulunan,True,GELIR
geliri,<YOK>,84000,bulunan,birine,False,DIGER
bulunan,84000,geliri,birine,aylık,False,DIGER
aylık,bulunan,birine,giderlerim,12000,False,DIGER
giderlerim,birine,aylık,12000,TL,False,DIGER
12000,aylık,giderlerim,TL,<YOK>,True,GIDER
TL,giderlerim,12000,<YOK>,<YOK>,False,DIGER
Aylık,<YOK>,<YOK>,78500,kazanıyorum,False,DIGER
78500,<YOK>,Aylık,kazanıyorum,26,True,GELIR
kazanıyorum,Aylık,78500,26,ay,False,DIGER
26,78500,kazanıyorum,ay,vadeyle,True,VADE
ay,kazanıyorum,26,vadeyle,ama,False,DIGER
vadeyle,26,ay,ama,talep,False,DIGER
ettiğim,ama,talep,tutar,501500,False,DIGER
tutar,talep,ettiğim,501500,TL,False,DIGER
